agadir_ctl;current_ctl;projected_ctl;agadir_tsb;projected_tsb;weeks_to_race;peak_hours_week;race_date;race
13,3;31,5;70,0;+11,2;+19,2;35;10,7;03/04/2027;Ironman 70.3 Portugal
