run_time;field_avg;my_pace_min_km;avg_pace_min_km;my_speed_kmh;avg_speed_kmh;z_score;total_km_trained;total_min_trained
2:29:16;1:46:25;7:04;5:03;8,5;11,9;2,0;318,4;2026,9
